"Strain","Plasmid","Replicate","RBS","Promoter","Media","well","time","OD600","row","column"
"","",NA,"","","","H1",37230.075,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",37230.075,1.4111,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",37230.075,1.4254,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",37230.075,0.902,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",37230.075,1.3625,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",37230.075,0.9971,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",37230.075,0.7998,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",37230.075,0.7006,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",37230.075,0.6376,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",37230.075,0.6395,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",37230.075,0.7784,"H",11
"","",NA,"","","","H12",37230.075,NA,"H",12
"","",NA,"","","","A1",37802.883,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",37802.883,1.4533,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",37802.883,1.5033,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",37802.883,1.3136,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",37802.883,1.6693,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",37802.883,1.7432,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",37802.883,1.6252,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",37802.883,1.6107,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",37802.883,1.318,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",37802.883,1.8257,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",37802.883,1.6677,"A",11
"","",NA,"","","","A12",37802.883,NA,"A",12
"","",NA,"","","","B1",37802.883,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",37802.883,1.4684,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",37802.883,1.4756,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",37802.883,1.2497,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",37802.883,1.7993,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",37802.883,1.6311,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",37802.883,1.5159,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",37802.883,1.6779,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",37802.883,1.5626,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",37802.883,1.7636,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",37802.883,1.7156,"B",11
"","",NA,"","","","B12",37802.883,NA,"B",12
"","",NA,"","","","C1",37802.883,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",37802.883,1.5233,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",37802.883,1.5364,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",37802.883,1.2864,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",37802.883,1.653,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",37802.883,1.499,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",37802.883,1.5386,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",37802.883,1.5797,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",37802.883,1.5377,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",37802.883,1.6751,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",37802.883,1.5772,"C",11
"","",NA,"","","","C12",37802.883,NA,"C",12
"","",NA,"","","","D1",37802.883,NA,"D",1
"","",NA,"","","","D2",37802.883,NA,"D",2
"","",NA,"","","","D3",37802.883,NA,"D",3
"","",NA,"","","","D4",37802.883,NA,"D",4
"","",NA,"","","","D5",37802.883,NA,"D",5
"","",NA,"","","","D6",37802.883,NA,"D",6
"","",NA,"","","","D7",37802.883,NA,"D",7
"","",NA,"","","","D8",37802.883,NA,"D",8
"","",NA,"","","","D9",37802.883,NA,"D",9
"","",NA,"","","","D10",37802.883,NA,"D",10
"","",NA,"","","","D11",37802.883,NA,"D",11
"","",NA,"","","","D12",37802.883,NA,"D",12
"","",NA,"","","","E1",37802.883,NA,"E",1
"","",NA,"","","","E2",37802.883,NA,"E",2
"","",NA,"","","","E3",37802.883,NA,"E",3
"","",NA,"","","","E4",37802.883,NA,"E",4
"","",NA,"","","","E5",37802.883,NA,"E",5
"","",NA,"","","","E6",37802.883,NA,"E",6
"","",NA,"","","","E7",37802.883,NA,"E",7
"","",NA,"","","","E8",37802.883,NA,"E",8
"","",NA,"","","","E9",37802.883,NA,"E",9
"","",NA,"","","","E10",37802.883,NA,"E",10
"","",NA,"","","","E11",37802.883,NA,"E",11
"","",NA,"","","","E12",37802.883,NA,"E",12
"","",NA,"","","","F1",37802.883,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",37802.883,1.4458,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",37802.883,1.4347,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",37802.883,0.8747,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",37802.883,1.4361,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",37802.883,1.1377,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",37802.883,1.0481,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",37802.883,1.1417,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",37802.883,1.1944,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",37802.883,1.2554,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",37802.883,1.0081,"F",11
"","",NA,"","","","F12",37802.883,NA,"F",12
"","",NA,"","","","G1",37802.883,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",37802.883,1.4091,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",37802.883,1.4405,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",37802.883,1.1676,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",37802.883,1.4244,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",37802.883,1.1198,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",37802.883,1.047,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",37802.883,1.0306,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",37802.883,0.9437,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",37802.883,0.99,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",37802.883,1.0348,"G",11
"","",NA,"","","","G12",37802.883,NA,"G",12
"","",NA,"","","","H1",37802.883,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",37802.883,1.4193,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",37802.883,1.4353,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",37802.883,0.9193,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",37802.883,1.3803,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",37802.883,1.0114,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",37802.883,0.8105,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",37802.883,0.7106,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",37802.883,0.6474,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",37802.883,0.6416,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",37802.883,0.7748,"H",11
"","",NA,"","","","H12",37802.883,NA,"H",12
"","",NA,"","","","A1",38375.718,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",38375.718,1.4647,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",38375.718,1.4904,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",38375.718,1.3235,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",38375.718,1.6643,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",38375.718,1.7456,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",38375.718,1.6236,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",38375.718,1.6058,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",38375.718,1.3227,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",38375.718,1.8266,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",38375.718,1.6737,"A",11
"","",NA,"","","","A12",38375.718,NA,"A",12
"","",NA,"","","","B1",38375.718,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",38375.718,1.4795,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",38375.718,1.4749,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",38375.718,1.261,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",38375.718,1.7995,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",38375.718,1.6323,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",38375.718,1.5256,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",38375.718,1.6796,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",38375.718,1.5699,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",38375.718,1.7641,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",38375.718,1.7122,"B",11
"","",NA,"","","","B12",38375.718,NA,"B",12
"","",NA,"","","","C1",38375.718,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",38375.718,1.5317,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",38375.718,1.5315,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",38375.718,1.2941,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",38375.718,1.6538,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",38375.718,1.5072,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",38375.718,1.5469,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",38375.718,1.5845,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",38375.718,1.5398,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",38375.718,1.6786,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",38375.718,1.5835,"C",11
"","",NA,"","","","C12",38375.718,NA,"C",12
"","",NA,"","","","D1",38375.718,NA,"D",1
"","",NA,"","","","D2",38375.718,NA,"D",2
"","",NA,"","","","D3",38375.718,NA,"D",3
"","",NA,"","","","D4",38375.718,NA,"D",4
"","",NA,"","","","D5",38375.718,NA,"D",5
"","",NA,"","","","D6",38375.718,NA,"D",6
"","",NA,"","","","D7",38375.718,NA,"D",7
"","",NA,"","","","D8",38375.718,NA,"D",8
"","",NA,"","","","D9",38375.718,NA,"D",9
"","",NA,"","","","D10",38375.718,NA,"D",10
"","",NA,"","","","D11",38375.718,NA,"D",11
"","",NA,"","","","D12",38375.718,NA,"D",12
"","",NA,"","","","E1",38375.718,NA,"E",1
"","",NA,"","","","E2",38375.718,NA,"E",2
"","",NA,"","","","E3",38375.718,NA,"E",3
"","",NA,"","","","E4",38375.718,NA,"E",4
"","",NA,"","","","E5",38375.718,NA,"E",5
"","",NA,"","","","E6",38375.718,NA,"E",6
"","",NA,"","","","E7",38375.718,NA,"E",7
"","",NA,"","","","E8",38375.718,NA,"E",8
"","",NA,"","","","E9",38375.718,NA,"E",9
"","",NA,"","","","E10",38375.718,NA,"E",10
"","",NA,"","","","E11",38375.718,NA,"E",11
"","",NA,"","","","E12",38375.718,NA,"E",12
"","",NA,"","","","F1",38375.718,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",38375.718,1.453,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",38375.718,1.4395,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",38375.718,0.8963,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",38375.718,1.4498,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",38375.718,1.149,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",38375.718,1.0652,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",38375.718,1.1532,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",38375.718,1.2037,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",38375.718,1.2675,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",38375.718,1.016,"F",11
"","",NA,"","","","F12",38375.718,NA,"F",12
"","",NA,"","","","G1",38375.718,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",38375.718,1.4177,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",38375.718,1.4479,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",38375.718,1.1862,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",38375.718,1.4325,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",38375.718,1.1331,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",38375.718,1.0585,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",38375.718,1.0405,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",38375.718,0.9558,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",38375.718,1.0017,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",38375.718,1.044,"G",11
"","",NA,"","","","G12",38375.718,NA,"G",12
"","",NA,"","","","H1",38375.718,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",38375.718,1.4297,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",38375.718,1.4443,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",38375.718,0.9396,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",38375.718,1.3961,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",38375.718,1.0239,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",38375.718,0.8252,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",38375.718,0.7225,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",38375.718,0.6539,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",38375.718,0.6432,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",38375.718,0.785,"H",11
"","",NA,"","","","H12",38375.718,NA,"H",12
"","",NA,"","","","A1",38948.507,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",38948.507,1.483,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",38948.507,1.4712,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",38948.507,1.3304,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",38948.507,1.6632,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",38948.507,1.7492,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",38948.507,1.6233,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",38948.507,1.6041,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",38948.507,1.324,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",38948.507,1.8273,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",38948.507,1.6866,"A",11
"","",NA,"","","","A12",38948.507,NA,"A",12
"","",NA,"","","","B1",38948.507,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",38948.507,1.4888,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",38948.507,1.4778,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",38948.507,1.2684,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",38948.507,1.8008,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",38948.507,1.6374,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",38948.507,1.5338,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",38948.507,1.6833,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",38948.507,1.5809,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",38948.507,1.7651,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",38948.507,1.7084,"B",11
"","",NA,"","","","B12",38948.507,NA,"B",12
"","",NA,"","","","C1",38948.507,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",38948.507,1.5419,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",38948.507,1.5298,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",38948.507,1.3005,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",38948.507,1.6572,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",38948.507,1.5187,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",38948.507,1.5559,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",38948.507,1.5898,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",38948.507,1.545,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",38948.507,1.6838,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",38948.507,1.5923,"C",11
"","",NA,"","","","C12",38948.507,NA,"C",12
"","",NA,"","","","D1",38948.507,NA,"D",1
"","",NA,"","","","D2",38948.507,NA,"D",2
"","",NA,"","","","D3",38948.507,NA,"D",3
"","",NA,"","","","D4",38948.507,NA,"D",4
"","",NA,"","","","D5",38948.507,NA,"D",5
"","",NA,"","","","D6",38948.507,NA,"D",6
"","",NA,"","","","D7",38948.507,NA,"D",7
"","",NA,"","","","D8",38948.507,NA,"D",8
"","",NA,"","","","D9",38948.507,NA,"D",9
"","",NA,"","","","D10",38948.507,NA,"D",10
"","",NA,"","","","D11",38948.507,NA,"D",11
"","",NA,"","","","D12",38948.507,NA,"D",12
"","",NA,"","","","E1",38948.507,NA,"E",1
"","",NA,"","","","E2",38948.507,NA,"E",2
"","",NA,"","","","E3",38948.507,NA,"E",3
"","",NA,"","","","E4",38948.507,NA,"E",4
"","",NA,"","","","E5",38948.507,NA,"E",5
"","",NA,"","","","E6",38948.507,NA,"E",6
"","",NA,"","","","E7",38948.507,NA,"E",7
"","",NA,"","","","E8",38948.507,NA,"E",8
"","",NA,"","","","E9",38948.507,NA,"E",9
"","",NA,"","","","E10",38948.507,NA,"E",10
"","",NA,"","","","E11",38948.507,NA,"E",11
"","",NA,"","","","E12",38948.507,NA,"E",12
"","",NA,"","","","F1",38948.507,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",38948.507,1.4601,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",38948.507,1.4465,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",38948.507,0.9152,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",38948.507,1.4706,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",38948.507,1.161,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",38948.507,1.0798,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",38948.507,1.1652,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",38948.507,1.2126,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",38948.507,1.2787,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",38948.507,1.02,"F",11
"","",NA,"","","","F12",38948.507,NA,"F",12
"","",NA,"","","","G1",38948.507,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",38948.507,1.4244,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",38948.507,1.4536,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",38948.507,1.2078,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",38948.507,1.4397,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",38948.507,1.1437,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",38948.507,1.0708,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",38948.507,1.055,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",38948.507,0.9681,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",38948.507,1.0143,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",38948.507,1.0509,"G",11
"","",NA,"","","","G12",38948.507,NA,"G",12
"","",NA,"","","","H1",38948.507,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",38948.507,1.4375,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",38948.507,1.4512,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",38948.507,0.9636,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",38948.507,1.4124,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",38948.507,1.0382,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",38948.507,0.8387,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",38948.507,0.7334,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",38948.507,0.6632,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",38948.507,0.6507,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",38948.507,0.7916,"H",11
"","",NA,"","","","H12",38948.507,NA,"H",12
"","",NA,"","","","A1",39521.317,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",39521.317,1.4712,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",39521.317,1.4687,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",39521.317,1.3467,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",39521.317,1.6624,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",39521.317,1.7527,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",39521.317,1.6199,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",39521.317,1.6012,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",39521.317,1.3235,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",39521.317,1.8273,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",39521.317,1.7039,"A",11
"","",NA,"","","","A12",39521.317,NA,"A",12
"","",NA,"","","","B1",39521.317,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",39521.317,1.5004,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",39521.317,1.48,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",39521.317,1.2777,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",39521.317,1.8014,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",39521.317,1.6436,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",39521.317,1.5419,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",39521.317,1.6853,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",39521.317,1.589,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",39521.317,1.7658,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",39521.317,1.7057,"B",11
"","",NA,"","","","B12",39521.317,NA,"B",12
"","",NA,"","","","C1",39521.317,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",39521.317,1.5398,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",39521.317,1.5242,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",39521.317,1.3085,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",39521.317,1.6634,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",39521.317,1.5278,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",39521.317,1.5618,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",39521.317,1.5931,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",39521.317,1.5493,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",39521.317,1.6879,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",39521.317,1.5993,"C",11
"","",NA,"","","","C12",39521.317,NA,"C",12
"","",NA,"","","","D1",39521.317,NA,"D",1
"","",NA,"","","","D2",39521.317,NA,"D",2
"","",NA,"","","","D3",39521.317,NA,"D",3
"","",NA,"","","","D4",39521.317,NA,"D",4
"","",NA,"","","","D5",39521.317,NA,"D",5
"","",NA,"","","","D6",39521.317,NA,"D",6
"","",NA,"","","","D7",39521.317,NA,"D",7
"","",NA,"","","","D8",39521.317,NA,"D",8
"","",NA,"","","","D9",39521.317,NA,"D",9
"","",NA,"","","","D10",39521.317,NA,"D",10
"","",NA,"","","","D11",39521.317,NA,"D",11
