"Strain","Plasmid","Replicate","RBS","Promoter","Media","well","time","OD600","row","column"
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",18327.075,1.4487,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",18327.075,1.5435,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",18327.075,1.4814,"B",11
"","",NA,"","","","B12",18327.075,NA,"B",12
"","",NA,"","","","C1",18327.075,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",18327.075,0.9803,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",18327.075,1.1999,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",18327.075,0.6653,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",18327.075,1.1349,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",18327.075,1.041,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",18327.075,1.1509,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",18327.075,1.1109,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",18327.075,0.9747,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",18327.075,1.3093,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",18327.075,0.9647,"C",11
"","",NA,"","","","C12",18327.075,NA,"C",12
"","",NA,"","","","D1",18327.075,NA,"D",1
"","",NA,"","","","D2",18327.075,NA,"D",2
"","",NA,"","","","D3",18327.075,NA,"D",3
"","",NA,"","","","D4",18327.075,NA,"D",4
"","",NA,"","","","D5",18327.075,NA,"D",5
"","",NA,"","","","D6",18327.075,NA,"D",6
"","",NA,"","","","D7",18327.075,NA,"D",7
"","",NA,"","","","D8",18327.075,NA,"D",8
"","",NA,"","","","D9",18327.075,NA,"D",9
"","",NA,"","","","D10",18327.075,NA,"D",10
"","",NA,"","","","D11",18327.075,NA,"D",11
"","",NA,"","","","D12",18327.075,NA,"D",12
"","",NA,"","","","E1",18327.075,NA,"E",1
"","",NA,"","","","E2",18327.075,NA,"E",2
"","",NA,"","","","E3",18327.075,NA,"E",3
"","",NA,"","","","E4",18327.075,NA,"E",4
"","",NA,"","","","E5",18327.075,NA,"E",5
"","",NA,"","","","E6",18327.075,NA,"E",6
"","",NA,"","","","E7",18327.075,NA,"E",7
"","",NA,"","","","E8",18327.075,NA,"E",8
"","",NA,"","","","E9",18327.075,NA,"E",9
"","",NA,"","","","E10",18327.075,NA,"E",10
"","",NA,"","","","E11",18327.075,NA,"E",11
"","",NA,"","","","E12",18327.075,NA,"E",12
"","",NA,"","","","F1",18327.075,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",18327.075,0.5772,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",18327.075,0.5607,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",18327.075,0.2379,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",18327.075,0.6136,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",18327.075,0.4972,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",18327.075,0.4711,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",18327.075,0.5169,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",18327.075,0.6152,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",18327.075,0.7117,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",18327.075,0.5668,"F",11
"","",NA,"","","","F12",18327.075,NA,"F",12
"","",NA,"","","","G1",18327.075,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",18327.075,0.4714,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",18327.075,0.5903,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",18327.075,0.4656,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",18327.075,0.5799,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",18327.075,0.4454,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",18327.075,0.565,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",18327.075,0.4963,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",18327.075,0.4987,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",18327.075,0.5125,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",18327.075,0.6864,"G",11
"","",NA,"","","","G12",18327.075,NA,"G",12
"","",NA,"","","","H1",18327.075,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",18327.075,0.5449,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",18327.075,0.5329,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",18327.075,0.3143,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",18327.075,0.4856,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",18327.075,0.3776,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",18327.075,0.3953,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",18327.075,0.3482,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",18327.075,0.3508,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",18327.075,0.359,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",18327.075,0.4678,"H",11
"","",NA,"","","","H12",18327.075,NA,"H",12
"","",NA,"","","","A1",18899.875,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",18899.875,1.1755,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",18899.875,1.409,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",18899.875,0.7353,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",18899.875,1.4272,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",18899.875,1.5032,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",18899.875,1.5573,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",18899.875,1.5797,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",18899.875,1.3299,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",18899.875,1.6914,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",18899.875,1.4797,"A",11
"","",NA,"","","","A12",18899.875,NA,"A",12
"","",NA,"","","","B1",18899.875,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",18899.875,1.2731,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",18899.875,1.3279,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",18899.875,0.6199,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",18899.875,1.6176,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",18899.875,1.2464,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",18899.875,1.1806,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",18899.875,1.4642,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",18899.875,1.4533,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",18899.875,1.5722,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",18899.875,1.4995,"B",11
"","",NA,"","","","B12",18899.875,NA,"B",12
"","",NA,"","","","C1",18899.875,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",18899.875,1.0075,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",18899.875,1.2245,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",18899.875,0.6988,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",18899.875,1.1772,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",18899.875,1.0663,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",18899.875,1.1634,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",18899.875,1.122,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",18899.875,1.0168,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",18899.875,1.3253,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",18899.875,1.0076,"C",11
"","",NA,"","","","C12",18899.875,NA,"C",12
"","",NA,"","","","D1",18899.875,NA,"D",1
"","",NA,"","","","D2",18899.875,NA,"D",2
"","",NA,"","","","D3",18899.875,NA,"D",3
"","",NA,"","","","D4",18899.875,NA,"D",4
"","",NA,"","","","D5",18899.875,NA,"D",5
"","",NA,"","","","D6",18899.875,NA,"D",6
"","",NA,"","","","D7",18899.875,NA,"D",7
"","",NA,"","","","D8",18899.875,NA,"D",8
"","",NA,"","","","D9",18899.875,NA,"D",9
"","",NA,"","","","D10",18899.875,NA,"D",10
"","",NA,"","","","D11",18899.875,NA,"D",11
"","",NA,"","","","D12",18899.875,NA,"D",12
"","",NA,"","","","E1",18899.875,NA,"E",1
"","",NA,"","","","E2",18899.875,NA,"E",2
"","",NA,"","","","E3",18899.875,NA,"E",3
"","",NA,"","","","E4",18899.875,NA,"E",4
"","",NA,"","","","E5",18899.875,NA,"E",5
"","",NA,"","","","E6",18899.875,NA,"E",6
"","",NA,"","","","E7",18899.875,NA,"E",7
"","",NA,"","","","E8",18899.875,NA,"E",8
"","",NA,"","","","E9",18899.875,NA,"E",9
"","",NA,"","","","E10",18899.875,NA,"E",10
"","",NA,"","","","E11",18899.875,NA,"E",11
"","",NA,"","","","E12",18899.875,NA,"E",12
"","",NA,"","","","F1",18899.875,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",18899.875,0.6131,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",18899.875,0.5979,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",18899.875,0.2462,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",18899.875,0.6599,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",18899.875,0.5161,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",18899.875,0.4945,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",18899.875,0.5375,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",18899.875,0.6344,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",18899.875,0.731,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",18899.875,0.5926,"F",11
"","",NA,"","","","F12",18899.875,NA,"F",12
"","",NA,"","","","G1",18899.875,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",18899.875,0.4992,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",18899.875,0.6277,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",18899.875,0.4772,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",18899.875,0.6156,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",18899.875,0.4665,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",18899.875,0.5785,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",18899.875,0.512,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",18899.875,0.5133,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",18899.875,0.5374,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",18899.875,0.7035,"G",11
"","",NA,"","","","G12",18899.875,NA,"G",12
"","",NA,"","","","H1",18899.875,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",18899.875,0.5716,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",18899.875,0.5636,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",18899.875,0.3327,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",18899.875,0.5276,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",18899.875,0.3967,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",18899.875,0.409,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",18899.875,0.3576,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",18899.875,0.3603,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",18899.875,0.3717,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",18899.875,0.4779,"H",11
"","",NA,"","","","H12",18899.875,NA,"H",12
"","",NA,"","","","A1",19472.643,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",19472.643,1.2021,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",19472.643,1.4191,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",19472.643,0.7629,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",19472.643,1.451,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",19472.643,1.5276,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",19472.643,1.563,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",19472.643,1.5861,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",19472.643,1.3365,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",19472.643,1.711,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",19472.643,1.5084,"A",11
"","",NA,"","","","A12",19472.643,NA,"A",12
"","",NA,"","","","B1",19472.643,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",19472.643,1.299,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",19472.643,1.348,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",19472.643,0.6577,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",19472.643,1.6391,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",19472.643,1.2627,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",19472.643,1.2093,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",19472.643,1.4768,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",19472.643,1.4611,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",19472.643,1.6021,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",19472.643,1.5274,"B",11
"","",NA,"","","","B12",19472.643,NA,"B",12
"","",NA,"","","","C1",19472.643,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",19472.643,1.0508,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",19472.643,1.2578,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",19472.643,0.7332,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",19472.643,1.2147,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",19472.643,1.0928,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",19472.643,1.172,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",19472.643,1.141,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",19472.643,1.0388,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",19472.643,1.3293,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",19472.643,1.0494,"C",11
"","",NA,"","","","C12",19472.643,NA,"C",12
"","",NA,"","","","D1",19472.643,NA,"D",1
"","",NA,"","","","D2",19472.643,NA,"D",2
"","",NA,"","","","D3",19472.643,NA,"D",3
"","",NA,"","","","D4",19472.643,NA,"D",4
"","",NA,"","","","D5",19472.643,NA,"D",5
"","",NA,"","","","D6",19472.643,NA,"D",6
"","",NA,"","","","D7",19472.643,NA,"D",7
"","",NA,"","","","D8",19472.643,NA,"D",8
"","",NA,"","","","D9",19472.643,NA,"D",9
"","",NA,"","","","D10",19472.643,NA,"D",10
"","",NA,"","","","D11",19472.643,NA,"D",11
"","",NA,"","","","D12",19472.643,NA,"D",12
"","",NA,"","","","E1",19472.643,NA,"E",1
"","",NA,"","","","E2",19472.643,NA,"E",2
"","",NA,"","","","E3",19472.643,NA,"E",3
"","",NA,"","","","E4",19472.643,NA,"E",4
"","",NA,"","","","E5",19472.643,NA,"E",5
"","",NA,"","","","E6",19472.643,NA,"E",6
"","",NA,"","","","E7",19472.643,NA,"E",7
"","",NA,"","","","E8",19472.643,NA,"E",8
"","",NA,"","","","E9",19472.643,NA,"E",9
"","",NA,"","","","E10",19472.643,NA,"E",10
"","",NA,"","","","E11",19472.643,NA,"E",11
"","",NA,"","","","E12",19472.643,NA,"E",12
"","",NA,"","","","F1",19472.643,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",19472.643,0.6568,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",19472.643,0.6369,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",19472.643,0.2569,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",19472.643,0.7037,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",19472.643,0.539,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",19472.643,0.5184,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",19472.643,0.5603,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",19472.643,0.6533,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",19472.643,0.7537,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",19472.643,0.6177,"F",11
"","",NA,"","","","F12",19472.643,NA,"F",12
"","",NA,"","","","G1",19472.643,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",19472.643,0.5284,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",19472.643,0.6674,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",19472.643,0.4933,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",19472.643,0.655,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",19472.643,0.4954,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",19472.643,0.5926,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",19472.643,0.5293,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",19472.643,0.527,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",19472.643,0.5605,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",19472.643,0.7126,"G",11
"","",NA,"","","","G12",19472.643,NA,"G",12
"","",NA,"","","","H1",19472.643,NA,"H",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9sa","H2",19472.643,0.6031,"H",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9sa","H3",19472.643,0.5965,"H",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9sa","H4",19472.643,0.3516,"H",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9sa","H5",19472.643,0.5642,"H",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9sa","H6",19472.643,0.4184,"H",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9sa","H7",19472.643,0.4206,"H",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9sa","H8",19472.643,0.3673,"H",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9sa","H9",19472.643,0.3686,"H",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9sa","H10",19472.643,0.3816,"H",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9sa","H11",19472.643,0.4996,"H",11
"","",NA,"","","","H12",19472.643,NA,"H",12
"","",NA,"","","","A1",20045.388,NA,"A",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9C","A2",20045.388,1.2388,"A",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9C","A3",20045.388,1.4162,"A",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9C","A4",20045.388,0.7874,"A",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9C","A5",20045.388,1.4779,"A",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9C","A6",20045.388,1.5432,"A",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9C","A7",20045.388,1.5689,"A",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9C","A8",20045.388,1.5894,"A",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9C","A9",20045.388,1.3428,"A",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9C","A10",20045.388,1.7228,"A",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9C","A11",20045.388,1.5235,"A",11
"","",NA,"","","","A12",20045.388,NA,"A",12
"","",NA,"","","","B1",20045.388,NA,"B",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9C","B2",20045.388,1.3265,"B",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9C","B3",20045.388,1.3655,"B",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9C","B4",20045.388,0.6923,"B",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9C","B5",20045.388,1.6513,"B",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9C","B6",20045.388,1.2819,"B",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9C","B7",20045.388,1.2341,"B",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9C","B8",20045.388,1.4856,"B",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9C","B9",20045.388,1.47,"B",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9C","B10",20045.388,1.6261,"B",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9C","B11",20045.388,1.5562,"B",11
"","",NA,"","","","B12",20045.388,NA,"B",12
"","",NA,"","","","C1",20045.388,NA,"C",1
"E.coli EW11","SKS45",3,"k2.3","P150","M9C","C2",20045.388,1.0909,"C",2
"E.coli EW11","SKS46",3,"k0.75","P150","M9C","C3",20045.388,1.2895,"C",3
"E.coli EW11","SKS47",3,"k8.5","P-tet","M9C","C4",20045.388,0.7686,"C",4
"E.coli EW11","SKS48",3,"k2.3","P-tet","M9C","C5",20045.388,1.2455,"C",5
"E.coli EW11","SKS49",3,"k0.75","P-tet","M9C","C6",20045.388,1.1165,"C",6
"E.coli EW11","SKS50",3,"k8.5","P150","M9C","C7",20045.388,1.1931,"C",7
"E.coli EW11","SKS51",3,"k2.3","P150","M9C","C8",20045.388,1.1708,"C",8
"E.coli EW11","SKS52",3,"k0.75","P150","M9C","C9",20045.388,1.0662,"C",9
"E.coli EW11","SKS54",3,"k2.3","P-tet","M9C","C10",20045.388,1.3339,"C",10
"E.coli EW11","SKS55",3,"k0.75","P-tet","M9C","C11",20045.388,1.0913,"C",11
"","",NA,"","","","C12",20045.388,NA,"C",12
"","",NA,"","","","D1",20045.388,NA,"D",1
"","",NA,"","","","D2",20045.388,NA,"D",2
"","",NA,"","","","D3",20045.388,NA,"D",3
"","",NA,"","","","D4",20045.388,NA,"D",4
"","",NA,"","","","D5",20045.388,NA,"D",5
"","",NA,"","","","D6",20045.388,NA,"D",6
"","",NA,"","","","D7",20045.388,NA,"D",7
"","",NA,"","","","D8",20045.388,NA,"D",8
"","",NA,"","","","D9",20045.388,NA,"D",9
"","",NA,"","","","D10",20045.388,NA,"D",10
"","",NA,"","","","D11",20045.388,NA,"D",11
"","",NA,"","","","D12",20045.388,NA,"D",12
"","",NA,"","","","E1",20045.388,NA,"E",1
"","",NA,"","","","E2",20045.388,NA,"E",2
"","",NA,"","","","E3",20045.388,NA,"E",3
"","",NA,"","","","E4",20045.388,NA,"E",4
"","",NA,"","","","E5",20045.388,NA,"E",5
"","",NA,"","","","E6",20045.388,NA,"E",6
"","",NA,"","","","E7",20045.388,NA,"E",7
"","",NA,"","","","E8",20045.388,NA,"E",8
"","",NA,"","","","E9",20045.388,NA,"E",9
"","",NA,"","","","E10",20045.388,NA,"E",10
"","",NA,"","","","E11",20045.388,NA,"E",11
"","",NA,"","","","E12",20045.388,NA,"E",12
"","",NA,"","","","F1",20045.388,NA,"F",1
"E.coli EW11","SKS45",1,"k2.3","P150","M9sa","F2",20045.388,0.6939,"F",2
"E.coli EW11","SKS46",1,"k0.75","P150","M9sa","F3",20045.388,0.6813,"F",3
"E.coli EW11","SKS47",1,"k8.5","P-tet","M9sa","F4",20045.388,0.2678,"F",4
"E.coli EW11","SKS48",1,"k2.3","P-tet","M9sa","F5",20045.388,0.7389,"F",5
"E.coli EW11","SKS49",1,"k0.75","P-tet","M9sa","F6",20045.388,0.5651,"F",6
"E.coli EW11","SKS50",1,"k8.5","P150","M9sa","F7",20045.388,0.5414,"F",7
"E.coli EW11","SKS51",1,"k2.3","P150","M9sa","F8",20045.388,0.5796,"F",8
"E.coli EW11","SKS52",1,"k0.75","P150","M9sa","F9",20045.388,0.6687,"F",9
"E.coli EW11","SKS54",1,"k2.3","P-tet","M9sa","F10",20045.388,0.7735,"F",10
"E.coli EW11","SKS55",1,"k0.75","P-tet","M9sa","F11",20045.388,0.6465,"F",11
"","",NA,"","","","F12",20045.388,NA,"F",12
"","",NA,"","","","G1",20045.388,NA,"G",1
"E.coli EW11","SKS45",2,"k2.3","P150","M9sa","G2",20045.388,0.556,"G",2
"E.coli EW11","SKS46",2,"k0.75","P150","M9sa","G3",20045.388,0.7064,"G",3
"E.coli EW11","SKS47",2,"k8.5","P-tet","M9sa","G4",20045.388,0.5104,"G",4
"E.coli EW11","SKS48",2,"k2.3","P-tet","M9sa","G5",20045.388,0.6853,"G",5
"E.coli EW11","SKS49",2,"k0.75","P-tet","M9sa","G6",20045.388,0.5213,"G",6
"E.coli EW11","SKS50",2,"k8.5","P150","M9sa","G7",20045.388,0.602,"G",7
"E.coli EW11","SKS51",2,"k2.3","P150","M9sa","G8",20045.388,0.5423,"G",8
"E.coli EW11","SKS52",2,"k0.75","P150","M9sa","G9",20045.388,0.5399,"G",9
"E.coli EW11","SKS54",2,"k2.3","P-tet","M9sa","G10",20045.388,0.581,"G",10
"E.coli EW11","SKS55",2,"k0.75","P-tet","M9sa","G11",20045.388,0.7255,"G",11
"","",NA,"","","","G12",20045.388,NA,"G",12
"","",NA,"","","","H1",20045.388,NA,"H",1
